Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2016,333991,Power tools,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,333991,Power tools,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,333991,Power tools,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,2,1
2016,333993,Packaging machinery,carbon dioxide,"kg/2018 USD, purchaser price",0.164,0.044,0.208,3,2,1,3,1
2016,333993,Packaging machinery,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,333993,Packaging machinery,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,333993,Packaging machinery,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,2,1
2016,333994,Industrial process furnaces and ovens,carbon dioxide,"kg/2018 USD, purchaser price",0.162,0.032,0.194,3,2,1,3,1
2016,333994,Industrial process furnaces and ovens,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,333994,Industrial process furnaces and ovens,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,333994,Industrial process furnaces and ovens,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,2,1
2016,33399A,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery",carbon dioxide,"kg/2018 USD, purchaser price",0.122,0.026,0.148,3,2,1,3,1
2016,33399A,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,4,2,1,1,1
2016,33399A,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,33399A,"Welding and Soldering Equipment, Scales and Balances, and other general purpose machinery",other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,3,1
2016,33399B,"Hydraulic pumps, motors, cylinders and actuators",carbon dioxide,"kg/2018 USD, purchaser price",0.227,0.046,0.272,3,2,1,3,1
2016,33399B,"Hydraulic pumps, motors, cylinders and actuators",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,33399B,"Hydraulic pumps, motors, cylinders and actuators",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,33399B,"Hydraulic pumps, motors, cylinders and actuators",other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,3,2,1,2,1
2016,334111,Computers,carbon dioxide,"kg/2018 USD, purchaser price",0.03,0.402,0.431,3,2,1,3,1
2016,334111,Computers,methane,"kg/2018 USD, purchaser price",0.0,0.002,0.002,3,2,1,1,1
2016,334111,Computers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,334111,Computers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,2,2,1,1,1
2016,334112,Computer storage device readers,carbon dioxide,"kg/2018 USD, purchaser price",0.074,0.102,0.176,3,2,1,3,1
2016,334112,Computer storage device readers,methane,"kg/2018 USD, purchaser price",0.0,0.001,0.001,3,2,1,1,1
2016,334112,Computer storage device readers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,334112,Computer storage device readers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,2,2,1,2,1
2016,334118,Computer terminals and other computer peripheral equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.114,0.165,0.279,3,2,1,3,1
2016,334118,Computer terminals and other computer peripheral equipment,methane,"kg/2018 USD, purchaser price",0.0,0.001,0.001,4,2,1,1,1
2016,334118,Computer terminals and other computer peripheral equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334118,Computer terminals and other computer peripheral equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,2,1
2016,334210,Telephones,carbon dioxide,"kg/2018 USD, purchaser price",0.047,0.161,0.208,3,2,1,3,1
2016,334210,Telephones,methane,"kg/2018 USD, purchaser price",0.0,0.001,0.001,3,2,1,1,1
2016,334210,Telephones,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334210,Telephones,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,2,1
2016,334220,Wireless communications,carbon dioxide,"kg/2018 USD, purchaser price",0.04,0.144,0.184,3,2,1,3,1
2016,334220,Wireless communications,methane,"kg/2018 USD, purchaser price",0.0,0.001,0.001,3,2,1,1,1
2016,334220,Wireless communications,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334220,Wireless communications,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,2,1
2016,334290,Communications equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.056,0.045,0.101,3,2,1,3,1
2016,334290,Communications equipment,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334290,Communications equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334290,Communications equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,2,1
2016,334300,Audio and video equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.065,1.036,1.101,3,2,1,3,1
2016,334300,Audio and video equipment,methane,"kg/2018 USD, purchaser price",0.0,0.005,0.005,4,2,1,1,1
2016,334300,Audio and video equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334300,Audio and video equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,3,1
2016,334413,Semiconductors,carbon dioxide,"kg/2018 USD, purchaser price",0.107,0.043,0.15,3,2,1,3,1
2016,334413,Semiconductors,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,3,2,1,1,1
2016,334413,Semiconductors,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,334413,Semiconductors,other GHGs,"kg CO2e/2018 USD, purchaser price",0.079,0.0,0.079,2,2,1,1,1
2016,334418,Printed circuit and electronic assembly,carbon dioxide,"kg/2018 USD, purchaser price",0.088,0.024,0.112,3,2,1,3,1
2016,334418,Printed circuit and electronic assembly,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334418,Printed circuit and electronic assembly,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,334418,Printed circuit and electronic assembly,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,2,2,1,2,1
2016,33441A,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",carbon dioxide,"kg/2018 USD, purchaser price",0.081,0.026,0.106,3,2,1,3,1
2016,33441A,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2016,33441A,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,33441A,"Electronic capacitors, resistors, coils, transformers, connectors and other components (except  semiconductors and printed circuit assemblies)",other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,3,2,1,2,1
2016,334510,Electromedical appartuses,carbon dioxide,"kg/2018 USD, purchaser price",0.044,0.05,0.095,3,2,1,3,1
2016,334510,Electromedical appartuses,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334510,Electromedical appartuses,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334510,Electromedical appartuses,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,2,1
2016,334511,Navigation instruments,carbon dioxide,"kg/2018 USD, purchaser price",0.037,0.018,0.055,3,2,1,3,1
2016,334511,Navigation instruments,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2016,334511,Navigation instruments,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334511,Navigation instruments,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,2,1
2016,334512,Automatic controls for HVAC and refrigeration equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.053,0.016,0.069,3,2,1,3,1
2016,334512,Automatic controls for HVAC and refrigeration equipment,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334512,Automatic controls for HVAC and refrigeration equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334512,Automatic controls for HVAC and refrigeration equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.009,0.0,0.009,3,2,1,3,1
2016,334513,Industrial process variable instruments,carbon dioxide,"kg/2018 USD, purchaser price",0.064,0.019,0.083,3,2,1,3,1
2016,334513,Industrial process variable instruments,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334513,Industrial process variable instruments,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334513,Industrial process variable instruments,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,2,1
2016,334514,Fluid meters and counting devices,carbon dioxide,"kg/2018 USD, purchaser price",0.04,0.029,0.069,3,2,1,3,1
2016,334514,Fluid meters and counting devices,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334514,Fluid meters and counting devices,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334514,Fluid meters and counting devices,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,2,1
2016,334515,Signal testing instruments,carbon dioxide,"kg/2018 USD, purchaser price",0.055,0.03,0.085,3,2,1,3,1
2016,334515,Signal testing instruments,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2016,334515,Signal testing instruments,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334515,Signal testing instruments,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,3,1
2016,334516,Analytical laboratory instruments,carbon dioxide,"kg/2018 USD, purchaser price",0.046,0.028,0.075,3,2,1,3,1
2016,334516,Analytical laboratory instruments,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334516,Analytical laboratory instruments,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334516,Analytical laboratory instruments,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,3,1
2016,334517,Irradiation apparatuses,carbon dioxide,"kg/2018 USD, purchaser price",0.08,0.042,0.123,3,2,1,3,1
2016,334517,Irradiation apparatuses,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,4,2,1,1,1
2016,334517,Irradiation apparatuses,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334517,Irradiation apparatuses,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,2,1
2016,33451A,"Watches, clocks, and other measuring and controlling devices",carbon dioxide,"kg/2018 USD, purchaser price",0.046,0.121,0.166,3,2,1,3,1
2016,33451A,"Watches, clocks, and other measuring and controlling devices",methane,"kg/2018 USD, purchaser price",0.0,0.001,0.001,4,2,1,1,1
2016,33451A,"Watches, clocks, and other measuring and controlling devices",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,33451A,"Watches, clocks, and other measuring and controlling devices",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,2,1
2016,334610,"External hard drives, CDs, other storage media",carbon dioxide,"kg/2018 USD, purchaser price",0.066,0.017,0.083,3,2,1,3,1
2016,334610,"External hard drives, CDs, other storage media",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2016,334610,"External hard drives, CDs, other storage media",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,334610,"External hard drives, CDs, other storage media",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,2,1
2016,335110,Light bulbs,carbon dioxide,"kg/2018 USD, purchaser price",0.209,0.176,0.385,3,2,1,4,1
2016,335110,Light bulbs,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.001,4,2,1,1,1
2016,335110,Light bulbs,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335110,Light bulbs,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,3,2,1,2,1
2016,335120,Light fixtures,carbon dioxide,"kg/2018 USD, purchaser price",0.2,0.202,0.402,3,2,1,3,1
2016,335120,Light fixtures,methane,"kg/2018 USD, purchaser price",0.001,0.002,0.003,4,2,1,1,1
2016,335120,Light fixtures,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335120,Light fixtures,other GHGs,"kg CO2e/2018 USD, purchaser price",0.016,0.0,0.016,3,2,1,4,1
2016,335210,Small electrical appliances,carbon dioxide,"kg/2018 USD, purchaser price",0.235,0.692,0.927,3,2,1,3,1
2016,335210,Small electrical appliances,methane,"kg/2018 USD, purchaser price",0.001,0.005,0.006,4,2,1,1,1
2016,335210,Small electrical appliances,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335210,Small electrical appliances,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,2,1
2016,335221,Home cooking appliances,carbon dioxide,"kg/2018 USD, purchaser price",0.249,0.212,0.46,3,2,1,3,1
2016,335221,Home cooking appliances,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,335221,Home cooking appliances,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335221,Home cooking appliances,other GHGs,"kg CO2e/2018 USD, purchaser price",0.014,0.0,0.014,3,2,1,2,1
2016,335222,Home refrigerators and freezers,carbon dioxide,"kg/2018 USD, purchaser price",0.214,0.227,0.441,3,2,1,3,1
2016,335222,Home refrigerators and freezers,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,335222,Home refrigerators and freezers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335222,Home refrigerators and freezers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.111,0.0,0.111,4,2,1,5,1
2016,335224,Home laundry machines,carbon dioxide,"kg/2018 USD, purchaser price",0.276,0.183,0.459,3,2,1,3,1
2016,335224,Home laundry machines,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,335224,Home laundry machines,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335224,Home laundry machines,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,3,2,1,3,1
2016,335228,"Major home appliances (except ovens, stoves, refrigerators and laundry machines)",carbon dioxide,"kg/2018 USD, purchaser price",0.237,0.089,0.327,3,2,1,3,1
2016,335228,"Major home appliances (except ovens, stoves, refrigerators and laundry machines)",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,335228,"Major home appliances (except ovens, stoves, refrigerators and laundry machines)",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335228,"Major home appliances (except ovens, stoves, refrigerators and laundry machines)",other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,3,2,1,3,1
2016,335311,Specialty transformers,carbon dioxide,"kg/2018 USD, purchaser price",0.262,0.047,0.309,3,2,1,3,1
2016,335311,Specialty transformers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,2,1,1,1
2016,335311,Specialty transformers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335311,Specialty transformers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,2,1
2016,335312,Motors and generators,carbon dioxide,"kg/2018 USD, purchaser price",0.217,0.074,0.29,3,2,1,3,1
2016,335312,Motors and generators,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,335312,Motors and generators,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335312,Motors and generators,other GHGs,"kg CO2e/2018 USD, purchaser price",0.013,0.0,0.013,3,2,1,3,1
2016,335313,Switchgear and switchboards,carbon dioxide,"kg/2018 USD, purchaser price",0.234,0.048,0.282,3,2,1,3,1
2016,335313,Switchgear and switchboards,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,335313,Switchgear and switchboards,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335313,Switchgear and switchboards,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,3,2,1,2,1
2016,335314,Relay and industrial controls,carbon dioxide,"kg/2018 USD, purchaser price",0.158,0.059,0.217,3,2,1,3,1
2016,335314,Relay and industrial controls,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,335314,Relay and industrial controls,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335314,Relay and industrial controls,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,2,1
2016,335911,Storage batteries,carbon dioxide,"kg/2018 USD, purchaser price",0.381,0.106,0.488,3,2,1,3,1
2016,335911,Storage batteries,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,335911,Storage batteries,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335911,Storage batteries,other GHGs,"kg CO2e/2018 USD, purchaser price",0.016,0.0,0.016,4,2,1,1,1
2016,335912,Primary batteries,carbon dioxide,"kg/2018 USD, purchaser price",0.272,0.183,0.455,3,2,1,3,1
2016,335912,Primary batteries,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,335912,Primary batteries,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335912,Primary batteries,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,4,2,1,2,1
2016,335920,Communication and energy wire and cable,carbon dioxide,"kg/2018 USD, purchaser price",0.364,0.043,0.407,3,2,1,3,1
2016,335920,Communication and energy wire and cable,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,335920,Communication and energy wire and cable,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335920,Communication and energy wire and cable,other GHGs,"kg CO2e/2018 USD, purchaser price",0.013,0.0,0.013,3,2,1,2,1
2016,335930,Wiring devices,carbon dioxide,"kg/2018 USD, purchaser price",0.291,0.076,0.367,3,2,1,3,1
2016,335930,Wiring devices,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,2,1,1,1
2016,335930,Wiring devices,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335930,Wiring devices,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,3,2,1,2,1
2016,335991,Carbon and graphite products,carbon dioxide,"kg/2018 USD, purchaser price",0.193,0.008,0.201,3,2,1,3,1
2016,335991,Carbon and graphite products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,335991,Carbon and graphite products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335991,Carbon and graphite products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,3,1
2016,335999,other miscellaneous electrical equipment and components,carbon dioxide,"kg/2018 USD, purchaser price",0.154,0.055,0.209,3,2,1,3,1
2016,335999,other miscellaneous electrical equipment and components,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,335999,other miscellaneous electrical equipment and components,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,335999,other miscellaneous electrical equipment and components,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,3,2,1,2,1
2016,336111,Automobiles,carbon dioxide,"kg/2018 USD, purchaser price",0.209,0.162,0.371,3,2,1,3,1
2016,336111,Automobiles,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2016,336111,Automobiles,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336111,Automobiles,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,2,1,4,1
2016,336112,"Pickup trucks, vans, and SUVs",carbon dioxide,"kg/2018 USD, purchaser price",0.226,0.031,0.256,3,2,1,3,1
2016,336112,"Pickup trucks, vans, and SUVs",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336112,"Pickup trucks, vans, and SUVs",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336112,"Pickup trucks, vans, and SUVs",other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,4,1
2016,336120,Heavy duty trucks,carbon dioxide,"kg/2018 USD, purchaser price",0.262,0.016,0.278,3,2,1,3,1
2016,336120,Heavy duty trucks,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336120,Heavy duty trucks,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336120,Heavy duty trucks,other GHGs,"kg CO2e/2018 USD, purchaser price",0.043,0.0,0.043,4,2,1,5,1
2016,336211,Vehicle bodies,carbon dioxide,"kg/2018 USD, purchaser price",0.243,0.049,0.292,3,2,1,3,1
2016,336211,Vehicle bodies,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336211,Vehicle bodies,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336211,Vehicle bodies,other GHGs,"kg CO2e/2018 USD, purchaser price",0.015,0.0,0.015,4,2,1,4,1
2016,336212,Truck trailers,carbon dioxide,"kg/2018 USD, purchaser price",0.164,0.027,0.19,3,2,1,3,1
2016,336212,Truck trailers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336212,Truck trailers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336212,Truck trailers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.047,0.0,0.047,4,2,1,4,1
2016,336213,Motor homes,carbon dioxide,"kg/2018 USD, purchaser price",0.213,0.084,0.297,3,2,1,3,1
2016,336213,Motor homes,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336213,Motor homes,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,2,1
2016,336213,Motor homes,other GHGs,"kg CO2e/2018 USD, purchaser price",0.034,0.0,0.034,4,2,1,4,1
2016,336214,Travel trailer and campers,carbon dioxide,"kg/2018 USD, purchaser price",0.35,0.063,0.413,3,2,1,3,1
2016,336214,Travel trailer and campers,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2016,336214,Travel trailer and campers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,2,1
2016,336214,Travel trailer and campers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.038,0.0,0.038,3,2,1,4,1
2016,336310,Vehicle engines and engine parts,carbon dioxide,"kg/2018 USD, purchaser price",0.282,0.053,0.336,3,2,1,3,1
2016,336310,Vehicle engines and engine parts,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336310,Vehicle engines and engine parts,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336310,Vehicle engines and engine parts,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,3,2,1,2,1
2016,336320,Vehicle electrical and electronic equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.287,0.089,0.376,3,2,1,3,1
2016,336320,Vehicle electrical and electronic equipment,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336320,Vehicle electrical and electronic equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336320,Vehicle electrical and electronic equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.013,0.0,0.013,3,2,1,2,1
2016,336350,Transmission and power train parts,carbon dioxide,"kg/2018 USD, purchaser price",0.189,0.028,0.217,3,2,1,3,1
2016,336350,Transmission and power train parts,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336350,Transmission and power train parts,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336350,Transmission and power train parts,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,3,2,1,2,1
2016,336360,Vehicle seating and interior trim (upholstery),carbon dioxide,"kg/2018 USD, purchaser price",0.251,0.02,0.271,3,2,1,3,1
2016,336360,Vehicle seating and interior trim (upholstery),methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,336360,Vehicle seating and interior trim (upholstery),nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2016,336360,Vehicle seating and interior trim (upholstery),other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,2,1,4,1
2016,336370,Vehicle metal stamping,carbon dioxide,"kg/2018 USD, purchaser price",0.391,0.017,0.408,3,2,1,2,1
2016,336370,Vehicle metal stamping,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2016,336370,Vehicle metal stamping,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,336370,Vehicle metal stamping,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,3,2,1,3,1
2016,336390,Other vehicle parts,carbon dioxide,"kg/2018 USD, purchaser price",0.319,0.054,0.373,3,2,1,3,1
2016,336390,Other vehicle parts,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,2,1,1,1
2016,336390,Other vehicle parts,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
