Year,Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2015,524,Insurance carriers and related activities,carbon dioxide,"kg/2018 USD, purchaser price",0.042,0.0,0.042,3,2,1,3,1
2015,524,Insurance carriers and related activities,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,524,Insurance carriers and related activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,524,Insurance carriers and related activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2015,525,"Funds, trusts, and other financial vehicles",carbon dioxide,"kg/2018 USD, purchaser price",0.203,0.0,0.203,3,2,1,3,1
2015,525,"Funds, trusts, and other financial vehicles",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,525,"Funds, trusts, and other financial vehicles",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,525,"Funds, trusts, and other financial vehicles",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2015,532RL,Rental and leasing services and lessors of intangible assets,carbon dioxide,"kg/2018 USD, purchaser price",0.103,0.0,0.103,3,2,1,3,1
2015,532RL,Rental and leasing services and lessors of intangible assets,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,532RL,Rental and leasing services and lessors of intangible assets,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,532RL,Rental and leasing services and lessors of intangible assets,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,5,1
2015,5411,Legal services,carbon dioxide,"kg/2018 USD, purchaser price",0.064,0.0,0.064,3,2,1,3,1
2015,5411,Legal services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,5411,Legal services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,5411,Legal services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",carbon dioxide,"kg/2018 USD, purchaser price",0.113,0.0,0.113,3,2,1,3,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,5415,Computer systems design and related services,carbon dioxide,"kg/2018 USD, purchaser price",0.064,0.0,0.064,3,2,1,3,1
2015,5415,Computer systems design and related services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,5415,Computer systems design and related services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,5415,Computer systems design and related services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,5,1
2015,55,Management of companies and enterprises,carbon dioxide,"kg/2018 USD, purchaser price",0.114,0.0,0.114,3,2,1,3,1
2015,55,Management of companies and enterprises,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,55,Management of companies and enterprises,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,55,Management of companies and enterprises,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2015,561,Administrative and support services,carbon dioxide,"kg/2018 USD, purchaser price",0.09,0.0,0.09,3,2,1,3,1
2015,561,Administrative and support services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,561,Administrative and support services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,561,Administrative and support services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,5,1
2015,562,Waste management and remediation services,carbon dioxide,"kg/2018 USD, purchaser price",0.284,0.0,0.284,2,2,1,2,1
2015,562,Waste management and remediation services,methane,"kg/2018 USD, purchaser price",0.048,0.0,0.048,2,2,1,1,1
2015,562,Waste management and remediation services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2015,562,Waste management and remediation services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.013,0.0,0.013,4,2,1,5,1
2015,61,Educational services,carbon dioxide,"kg/2018 USD, purchaser price",0.188,0.0,0.188,3,2,1,3,1
2015,61,Educational services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,61,Educational services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,61,Educational services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,621,Ambulatory health care services,carbon dioxide,"kg/2018 USD, purchaser price",0.097,0.0,0.097,3,2,1,3,1
2015,621,Ambulatory health care services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,621,Ambulatory health care services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2015,621,Ambulatory health care services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,622,Hospitals,carbon dioxide,"kg/2018 USD, purchaser price",0.154,0.0,0.154,3,2,1,3,1
2015,622,Hospitals,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,622,Hospitals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,622,Hospitals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,623,Nursing and residential care facilities,carbon dioxide,"kg/2018 USD, purchaser price",0.15,0.0,0.15,3,2,1,3,1
2015,623,Nursing and residential care facilities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,623,Nursing and residential care facilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,623,Nursing and residential care facilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,5,1
2015,624,Social assistance,carbon dioxide,"kg/2018 USD, purchaser price",0.146,0.0,0.146,3,2,1,3,1
2015,624,Social assistance,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,624,Social assistance,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,624,Social assistance,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.083,0.0,0.083,3,2,1,3,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2015,713,"Amusements, gambling, and recreation industries",carbon dioxide,"kg/2018 USD, purchaser price",0.346,0.0,0.346,3,2,1,3,1
2015,713,"Amusements, gambling, and recreation industries",methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,1,1
2015,713,"Amusements, gambling, and recreation industries",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,713,"Amusements, gambling, and recreation industries",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,721,Accommodation,carbon dioxide,"kg/2018 USD, purchaser price",0.17,0.0,0.17,3,2,1,3,1
2015,721,Accommodation,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,721,Accommodation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,721,Accommodation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,722,Food services and drinking places,carbon dioxide,"kg/2018 USD, purchaser price",0.214,0.0,0.214,3,2,1,3,1
2015,722,Food services and drinking places,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,722,Food services and drinking places,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,722,Food services and drinking places,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,5,1
2015,81,"Other services, except government",carbon dioxide,"kg/2018 USD, purchaser price",0.131,0.0,0.131,3,2,1,3,1
2015,81,"Other services, except government",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,81,"Other services, except government",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,81,"Other services, except government",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,HS,Housing,carbon dioxide,"kg/2018 USD, purchaser price",0.021,0.0,0.021,3,2,1,3,1
2015,HS,Housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2015,HS,Housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,HS,Housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,5,1
2015,ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.431,0.0,0.431,3,2,1,3,1
2015,ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,111CA,Farms,carbon dioxide,"kg/2018 USD, purchaser price",0.396,0.046,0.442,4,2,1,4,1
2014,111CA,Farms,methane,"kg/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,1,1
2014,111CA,Farms,nitrous oxide,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,111CA,Farms,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,113FF,"Forestry, fishing, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.221,0.025,0.246,4,2,1,4,1
2014,113FF,"Forestry, fishing, and related activities",methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,1,1
2014,113FF,"Forestry, fishing, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,113FF,"Forestry, fishing, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2014,211,Oil and gas extraction,carbon dioxide,"kg/2018 USD, purchaser price",0.306,0.058,0.364,3,2,1,3,1
2014,211,Oil and gas extraction,methane,"kg/2018 USD, purchaser price",0.013,0.001,0.014,4,2,1,1,1
2014,211,Oil and gas extraction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,211,Oil and gas extraction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2014,212,"Mining, except oil and gas",carbon dioxide,"kg/2018 USD, purchaser price",0.561,0.113,0.673,4,2,1,4,1
2014,212,"Mining, except oil and gas",methane,"kg/2018 USD, purchaser price",0.02,0.001,0.021,4,2,1,1,1
2014,212,"Mining, except oil and gas",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,212,"Mining, except oil and gas",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,213,Support activities for mining,carbon dioxide,"kg/2018 USD, purchaser price",0.29,0.0,0.29,3,2,1,4,1
2014,213,Support activities for mining,methane,"kg/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,1,1
2014,213,Support activities for mining,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,213,Support activities for mining,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2014,22,Utilities,carbon dioxide,"kg/2018 USD, purchaser price",3.012,0.0,3.012,2,2,1,2,1
2014,22,Utilities,methane,"kg/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,1,1
2014,22,Utilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,22,Utilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,2,2,1,2,1
2014,23,Construction,carbon dioxide,"kg/2018 USD, purchaser price",0.289,0.0,0.289,3,2,1,3,1
2014,23,Construction,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,23,Construction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,23,Construction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,2,1,5,1
2014,311FT,Food and beverage and tobacco products,carbon dioxide,"kg/2018 USD, purchaser price",0.331,0.022,0.353,3,2,1,4,1
2014,311FT,Food and beverage and tobacco products,methane,"kg/2018 USD, purchaser price",0.007,0.0,0.008,4,2,1,1,1
2014,311FT,Food and beverage and tobacco products,nitrous oxide,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,311FT,Food and beverage and tobacco products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,4,1
2014,313TT,Textile mills and textile product mills,carbon dioxide,"kg/2018 USD, purchaser price",0.322,0.056,0.377,3,2,1,3,1
2014,313TT,Textile mills and textile product mills,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,313TT,Textile mills and textile product mills,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,313TT,Textile mills and textile product mills,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,3,1
2014,315AL,Apparel and leather and allied products,carbon dioxide,"kg/2018 USD, purchaser price",0.09,0.337,0.427,3,2,1,3,1
2014,315AL,Apparel and leather and allied products,methane,"kg/2018 USD, purchaser price",0.001,0.002,0.003,4,2,1,1,1
2014,315AL,Apparel and leather and allied products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,315AL,Apparel and leather and allied products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2014,321,Wood products,carbon dioxide,"kg/2018 USD, purchaser price",0.219,0.03,0.25,3,2,1,3,1
2014,321,Wood products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,321,Wood products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,321,Wood products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,4,2,1,4,1
2014,322,Paper products,carbon dioxide,"kg/2018 USD, purchaser price",0.378,0.022,0.4,3,2,1,4,1
2014,322,Paper products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,322,Paper products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,322,Paper products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,3,1
2014,323,Printing and related support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.236,0.021,0.257,3,2,1,4,1
2014,323,Printing and related support activities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,323,Printing and related support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,323,Printing and related support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2014,324,Petroleum and coal products,carbon dioxide,"kg/2018 USD, purchaser price",0.506,0.019,0.525,4,2,1,3,1
2014,324,Petroleum and coal products,methane,"kg/2018 USD, purchaser price",0.011,0.0,0.011,4,2,1,1,1
2014,324,Petroleum and coal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,324,Petroleum and coal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2014,325,Chemical products,carbon dioxide,"kg/2018 USD, purchaser price",0.306,0.014,0.32,4,2,1,4,1
2014,325,Chemical products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,325,Chemical products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,325,Chemical products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.013,0.0,0.013,2,2,1,2,1
2014,326,Plastics and rubber products,carbon dioxide,"kg/2018 USD, purchaser price",0.196,0.01,0.205,3,2,1,3,1
2014,326,Plastics and rubber products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,326,Plastics and rubber products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,326,Plastics and rubber products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,3,2,1,4,1
2014,327,Nonmetallic mineral products,carbon dioxide,"kg/2018 USD, purchaser price",0.552,0.041,0.593,3,2,1,2,1
2014,327,Nonmetallic mineral products,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,327,Nonmetallic mineral products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,327,Nonmetallic mineral products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2014,331,Primary metals,carbon dioxide,"kg/2018 USD, purchaser price",0.064,0.002,0.066,2,2,1,2,1
2014,331,Primary metals,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,331,Primary metals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,331,Primary metals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.024,0.0,0.024,3,2,1,1,1
2014,332,Fabricated metal products,carbon dioxide,"kg/2018 USD, purchaser price",0.267,0.016,0.283,3,2,1,3,1
2014,332,Fabricated metal products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,332,Fabricated metal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,332,Fabricated metal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.009,0.0,0.009,3,2,1,2,1
2014,333,Machinery,carbon dioxide,"kg/2018 USD, purchaser price",0.201,0.02,0.222,3,2,1,3,1
2014,333,Machinery,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,333,Machinery,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,333,Machinery,other GHGs,"kg CO2e/2018 USD, purchaser price",0.035,0.0,0.035,4,2,1,5,1
2014,334,Computer and electronic products,carbon dioxide,"kg/2018 USD, purchaser price",0.068,0.024,0.092,3,2,1,3,1
2014,334,Computer and electronic products,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2014,334,Computer and electronic products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,334,Computer and electronic products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.016,0.0,0.016,2,2,1,1,1
2014,335,"Electrical equipment, appliances, and components",carbon dioxide,"kg/2018 USD, purchaser price",0.213,0.033,0.246,3,2,1,3,1
2014,335,"Electrical equipment, appliances, and components",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,335,"Electrical equipment, appliances, and components",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,335,"Electrical equipment, appliances, and components",other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,3,2,1,3,1
2014,3361MV,"Motor vehicles, bodies and trailers, and parts",carbon dioxide,"kg/2018 USD, purchaser price",0.205,0.016,0.22,3,2,1,3,1
2014,3361MV,"Motor vehicles, bodies and trailers, and parts",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,3361MV,"Motor vehicles, bodies and trailers, and parts",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,3361MV,"Motor vehicles, bodies and trailers, and parts",other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,4,1
2014,3364OT,Other transportation equipment,carbon dioxide,"kg/2018 USD, purchaser price",0.112,0.006,0.118,3,2,1,3,1
2014,3364OT,Other transportation equipment,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.001,4,2,1,1,1
2014,3364OT,Other transportation equipment,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,3364OT,Other transportation equipment,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,3,1
2014,337,Furniture and related products,carbon dioxide,"kg/2018 USD, purchaser price",0.195,0.096,0.292,3,2,1,3,1
2014,337,Furniture and related products,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.002,4,2,1,1,1
2014,337,Furniture and related products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,337,Furniture and related products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.019,0.0,0.019,4,2,1,4,1
2014,339,Miscellaneous manufacturing,carbon dioxide,"kg/2018 USD, purchaser price",0.182,0.074,0.256,3,2,1,3,1
2014,339,Miscellaneous manufacturing,methane,"kg/2018 USD, purchaser price",0.001,0.001,0.001,4,2,1,1,1
2014,339,Miscellaneous manufacturing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,339,Miscellaneous manufacturing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,3,1
2014,42,Wholesale trade,carbon dioxide,"kg/2018 USD, purchaser price",0.139,0.0,0.139,3,2,1,3,1
2014,42,Wholesale trade,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,42,Wholesale trade,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,42,Wholesale trade,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,441,Motor vehicle and parts dealers,carbon dioxide,"kg/2018 USD, purchaser price",0.126,0.0,0.126,3,2,1,3,1
2014,441,Motor vehicle and parts dealers,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,441,Motor vehicle and parts dealers,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,441,Motor vehicle and parts dealers,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,445,Food and beverage stores,carbon dioxide,"kg/2018 USD, purchaser price",0.259,0.0,0.259,2,2,1,2,1
2014,445,Food and beverage stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,445,Food and beverage stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,445,Food and beverage stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2014,452,General merchandise stores,carbon dioxide,"kg/2018 USD, purchaser price",0.185,0.0,0.185,2,2,1,2,1
2014,452,General merchandise stores,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,452,General merchandise stores,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,452,General merchandise stores,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2014,481,Air transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.846,0.0,0.846,4,2,1,1,1
2014,481,Air transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,1,1
2014,481,Air transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,481,Air transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,482,Rail transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.612,0.0,0.612,4,2,1,4,1
2014,482,Rail transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,482,Rail transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,482,Rail transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2014,483,Water transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.499,0.0,0.499,4,2,1,3,1
2014,483,Water transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,483,Water transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,483,Water transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.045,0.0,0.045,4,2,1,5,1
2014,484,Truck transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.297,0.0,1.297,4,2,1,4,1
2014,484,Truck transportation,methane,"kg/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,1,1
2014,484,Truck transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,484,Truck transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,5,1
2014,485,Transit and ground passenger transportation,carbon dioxide,"kg/2018 USD, purchaser price",0.368,0.0,0.368,3,2,1,3,1
2014,485,Transit and ground passenger transportation,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,485,Transit and ground passenger transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,485,Transit and ground passenger transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,5,1
2014,486,Pipeline transportation,carbon dioxide,"kg/2018 USD, purchaser price",1.266,0.0,1.266,4,2,1,1,1
2014,486,Pipeline transportation,methane,"kg/2018 USD, purchaser price",0.029,0.0,0.029,4,2,1,1,1
2014,486,Pipeline transportation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,486,Pipeline transportation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.012,0.0,0.012,4,2,1,5,1
